claim_id,claim_type,description,claim_amount,policy_age_months,prior_claims_count,prior_payout_total,days_since_policy_start_to_incident,claim_filed_delay_days,documentation_completeness,num_documents_submitted,claim_to_policy_value_ratio,has_witness,channel,claimant_age,is_fraud
CLM1200,travel,Luggage lost by the airline during an international transfer.,1444.17,15,0,233.36,744,7,0.63,4,0.42,0,call_center,22,0
CLM1201,travel,"Delayed flight caused missed prepaid tour, requesting compensation.",1592.82,78,0,235.16,414,30,0.75,1,0.569,1,online,55,1
CLM1202,auto,Side mirror and door dented in a parking lot accident.,4183.57,17,0,0.0,746,59,0.97,5,0.546,0,agent,33,1
CLM1203,auto,Vehicle stolen from the parking lot overnight.,3011.56,87,1,2375.15,27,53,1.0,6,0.055,0,online,46,0
CLM1204,health,"Underwent emergency surgery after an accident, submitting hospital bills.",1752.89,25,0,0.0,337,54,0.64,5,0.394,1,agent,40,1
CLM1205,auto,Vehicle stolen from the parking lot overnight.,50.0,110,2,3713.15,703,3,1.0,6,0.125,1,agent,30,0
CLM1206,property,Break-in resulted in stolen electronics and damaged front door.,7668.65,105,1,1636.05,991,48,0.97,6,0.515,0,online,46,0
CLM1207,property,Break-in resulted in stolen electronics and damaged front door.,5181.07,19,1,1720.2,452,35,0.73,5,0.305,1,agent,35,0
CLM1208,property,"Roof damaged during a storm, water leaking into the attic.",6796.09,90,1,2282.7,729,55,0.76,6,0.368,0,agent,72,0
CLM1209,auto,"My car was hit while parked outside my house, bumper and headlight damaged.",3855.78,12,1,383.74,502,47,0.81,4,0.062,0,agent,56,0
CLM1210,auto,"Collision on the highway, front end damage and airbag deployed.",2610.75,105,0,0.0,741,12,0.83,5,0.276,1,agent,53,0
CLM1211,auto,"My car was hit while parked outside my house, bumper and headlight damaged.",4673.34,45,0,637.3,905,23,0.69,5,0.565,0,call_center,25,0
CLM1212,auto,"Collision on the highway, front end damage and airbag deployed.",1923.91,100,0,0.0,235,34,0.95,5,0.045,0,online,30,0
CLM1213,auto,"Collision on the highway, front end damage and airbag deployed.",3099.95,25,1,1790.37,780,53,0.7,3,0.354,1,call_center,69,0
CLM1214,health,Diagnostic tests and consultation fees for ongoing treatment.,3358.97,47,0,336.43,604,57,0.74,5,0.279,0,online,29,0
CLM1215,auto,"Collision on the highway, front end damage and airbag deployed.",5216.49,58,0,941.18,825,11,0.74,5,0.556,1,call_center,33,0
CLM1216,travel,"Trip cut short due to a medical emergency abroad, claiming unused bookings.",1467.87,87,1,1948.95,214,58,0.88,6,0.38,1,call_center,21,0
CLM1217,property,"Tree fell on the garage during high winds, structural damage reported.",6517.78,4,4,6864.58,143,31,0.78,5,0.504,1,online,45,1
CLM1218,auto,Windshield cracked by a falling branch during a storm.,2694.29,83,0,561.43,693,7,0.98,6,0.32,1,online,57,0
CLM1219,auto,"My car was hit while parked outside my house, bumper and headlight damaged.",2265.51,46,0,0.0,753,49,0.86,5,0.33,0,call_center,22,0
CLM1220,property,Break-in resulted in stolen electronics and damaged front door.,3903.15,21,3,5118.15,590,9,1.0,5,0.31,0,call_center,63,0
CLM1221,travel,Luggage lost by the airline during an international transfer.,706.84,70,0,273.35,580,34,0.94,5,0.048,1,call_center,65,0
CLM1222,auto,"Collision on the highway, front end damage and airbag deployed.",2060.74,17,1,2324.99,450,33,1.0,5,0.204,0,call_center,72,1
CLM1223,auto,Windshield cracked by a falling branch during a storm.,6100.27,84,1,2031.72,86,43,0.82,5,0.529,1,call_center,26,0
CLM1224,auto,"My car was hit while parked outside my house, bumper and headlight damaged.",3605.56,48,0,441.93,613,26,0.65,3,0.349,1,call_center,74,0
CLM1225,property,Break-in resulted in stolen electronics and damaged front door.,12770.25,20,3,4479.84,718,16,0.8,7,0.189,1,call_center,35,0
CLM1226,property,"Tree fell on the garage during high winds, structural damage reported.",7324.26,41,2,4063.12,947,20,0.72,3,0.306,1,online,52,0
CLM1227,property,Break-in resulted in stolen electronics and damaged front door.,5052.12,78,1,1471.85,399,49,1.0,4,0.499,0,online,69,0
CLM1228,travel,Personal belongings stolen from hotel room during vacation.,278.5,15,1,1560.72,367,23,1.0,7,0.557,1,online,44,0
CLM1229,property,Break-in resulted in stolen electronics and damaged front door.,664.24,23,1,1475.09,181,40,0.9,5,0.623,0,call_center,74,0
CLM1230,health,"Underwent emergency surgery after an accident, submitting hospital bills.",3294.48,86,2,4341.36,511,35,0.83,4,0.521,1,agent,64,0
CLM1231,property,"Tree fell on the garage during high winds, structural damage reported.",3438.18,57,0,0.0,379,46,0.71,3,0.401,0,call_center,71,1
CLM1232,travel,Personal belongings stolen from hotel room during vacation.,319.51,42,1,2125.23,767,8,0.58,1,0.56,1,agent,34,0
CLM1233,property,Pipe burst in the basement causing water damage to furniture.,6099.98,89,0,0.0,81,40,0.71,3,0.266,0,agent,41,1
CLM1234,auto,Vehicle stolen from the parking lot overnight.,4623.18,117,2,2659.78,175,44,0.68,4,0.608,0,agent,72,0
CLM1235,health,"Physiotherapy sessions following a fracture, claiming session costs.",1760.93,78,2,3696.6,900,23,0.89,7,0.714,1,agent,46,0
CLM1236,travel,"Flight cancelled last minute, requesting reimbursement for missed connection costs.",1121.41,99,1,1560.58,555,9,0.77,3,0.489,1,agent,42,0
CLM1237,travel,Luggage lost by the airline during an international transfer.,607.77,56,3,5434.87,500,15,0.97,4,0.15,0,agent,25,0
CLM1238,travel,"Trip cut short due to a medical emergency abroad, claiming unused bookings.",214.94,57,1,1532.1,888,58,1.0,3,0.127,0,online,50,1
CLM1239,property,"Roof damaged during a storm, water leaking into the attic.",7623.17,13,2,3812.24,215,18,0.83,4,0.431,0,agent,71,0
CLM1240,property,Kitchen fire caused smoke damage to walls and ceiling.,7164.51,41,1,1401.43,425,48,0.86,5,0.428,1,call_center,44,1
CLM1241,health,"Underwent emergency surgery after an accident, submitting hospital bills.",3081.28,38,2,3541.69,669,46,1.0,4,0.27,0,online,55,1
CLM1242,travel,"Delayed flight caused missed prepaid tour, requesting compensation.",1820.62,22,1,2228.23,778,8,0.97,8,0.02,0,agent,50,0
CLM1243,health,Diagnostic tests and consultation fees for ongoing treatment.,4570.87,59,2,3348.29,790,35,0.7,4,0.074,1,call_center,51,1
CLM1244,travel,"Flight cancelled last minute, requesting reimbursement for missed connection costs.",1215.6,10,0,0.0,237,45,0.86,6,0.345,1,agent,59,1
CLM1245,auto,"Collision on the highway, front end damage and airbag deployed.",4774.09,85,1,390.03,271,3,0.8,5,0.743,1,agent,46,0
CLM1246,travel,Luggage lost by the airline during an international transfer.,1164.21,117,2,3476.85,575,32,0.68,5,0.069,1,call_center,74,0
CLM1247,property,"Tree fell on the garage during high winds, structural damage reported.",843.75,119,3,5565.15,589,55,1.0,2,0.546,1,call_center,63,0
CLM1248,property,"Tree fell on the garage during high winds, structural damage reported.",7792.96,39,0,0.0,796,32,0.76,6,0.416,1,agent,71,0
CLM1249,property,"Tree fell on the garage during high winds, structural damage reported.",15781.47,107,1,1154.24,866,21,0.84,5,0.017,1,agent,28,1
CLM1250,property,Break-in resulted in stolen electronics and damaged front door.,8936.77,38,1,2543.86,38,20,0.7,4,0.512,1,agent,65,0
CLM1251,property,"Roof damaged during a storm, water leaking into the attic.",5687.63,106,0,55.34,277,57,0.97,5,0.473,1,agent,69,0
CLM1252,health,"Underwent emergency surgery after an accident, submitting hospital bills.",675.23,58,2,3362.65,137,5,1.0,7,0.64,1,online,68,0
CLM1253,property,"Tree fell on the garage during high winds, structural damage reported.",4470.42,30,0,0.0,726,8,0.54,1,0.197,1,online,46,1
CLM1254,health,"Underwent emergency surgery after an accident, submitting hospital bills.",3954.34,85,1,769.34,18,29,0.78,5,0.664,1,online,39,0
CLM1255,travel,"Delayed flight caused missed prepaid tour, requesting compensation.",1041.09,115,0,0.0,713,41,0.72,3,0.187,0,agent,45,0
CLM1256,property,Pipe burst in the basement causing water damage to furniture.,7346.07,107,1,1376.54,958,32,1.0,8,0.199,0,online,36,1
CLM1257,property,"Roof damaged during a storm, water leaking into the attic.",12708.9,93,0,378.83,205,47,1.0,5,0.421,1,online,66,0
CLM1258,health,"Hospitalized for three days due to severe chest pain, requesting reimbursement for treatment.",2520.94,67,0,268.66,817,38,0.79,6,0.434,1,agent,70,0
CLM1259,health,"Hospitalized for three days due to severe chest pain, requesting reimbursement for treatment.",1911.19,26,0,525.55,25,53,0.9,6,0.563,0,agent,45,0
CLM1260,auto,Windshield cracked by a falling branch during a storm.,2821.56,71,0,0.0,339,18,0.75,0,0.343,1,call_center,19,0
CLM1261,health,Diagnostic tests and consultation fees for ongoing treatment.,728.03,104,1,2193.27,825,48,0.84,0,0.2,1,call_center,62,0
CLM1262,auto,Side mirror and door dented in a parking lot accident.,6205.66,4,0,325.76,884,10,0.97,4,0.31,1,online,48,0
CLM1263,property,Break-in resulted in stolen electronics and damaged front door.,6805.6,25,1,2175.57,314,36,1.0,6,0.121,1,agent,65,0
CLM1264,travel,Luggage lost by the airline during an international transfer.,1531.52,71,1,2119.63,902,28,0.95,3,0.644,1,agent,34,0
CLM1265,auto,Vehicle stolen from the parking lot overnight.,6281.04,76,0,684.69,269,10,0.89,2,0.428,1,agent,71,0
CLM1266,auto,Vehicle stolen from the parking lot overnight.,4198.22,11,0,0.0,593,25,0.95,4,0.463,1,online,19,0
CLM1267,travel,"Delayed flight caused missed prepaid tour, requesting compensation.",1633.8,67,2,2717.54,685,31,1.0,5,0.558,0,online,45,1
CLM1268,auto,"Collision on the highway, front end damage and airbag deployed.",4574.54,96,1,1479.27,340,57,0.93,6,0.312,0,online,54,0
CLM1269,property,Pipe burst in the basement causing water damage to furniture.,8806.18,79,1,1121.09,690,47,0.82,4,0.695,1,online,23,0
CLM1270,auto,Vehicle stolen from the parking lot overnight.,2328.42,8,0,1224.73,182,37,0.89,3,0.135,1,call_center,65,0
CLM1271,health,Diagnostic tests and consultation fees for ongoing treatment.,1990.1,48,0,311.03,598,37,0.84,7,0.427,1,call_center,48,0
CLM1272,travel,"Trip cut short due to a medical emergency abroad, claiming unused bookings.",1335.04,10,0,884.39,68,28,0.9,4,0.079,1,agent,36,0
CLM1273,travel,"Delayed flight caused missed prepaid tour, requesting compensation.",1065.44,59,0,559.23,661,11,0.53,4,0.488,0,agent,67,0
CLM1274,auto,"My car was hit while parked outside my house, bumper and headlight damaged.",6919.78,55,1,2781.29,75,20,0.77,4,0.552,0,call_center,61,0
CLM1275,health,"Underwent emergency surgery after an accident, submitting hospital bills.",2644.51,4,0,993.53,616,11,0.7,3,0.283,0,call_center,39,0
CLM1276,property,Kitchen fire caused smoke damage to walls and ceiling.,7569.24,43,0,21.76,296,53,1.0,6,0.01,0,call_center,37,0
CLM1277,health,"Underwent emergency surgery after an accident, submitting hospital bills.",379.8,36,0,0.0,587,7,0.93,5,0.335,0,online,61,0
CLM1278,auto,"My car was hit while parked outside my house, bumper and headlight damaged.",5130.25,16,1,1293.49,976,44,0.89,7,0.4,0,online,64,0
CLM1279,travel,"Delayed flight caused missed prepaid tour, requesting compensation.",628.56,81,2,3422.97,607,52,0.75,3,0.01,1,agent,47,0
CLM1280,travel,"Flight cancelled last minute, requesting reimbursement for missed connection costs.",753.83,110,0,0.0,946,6,0.95,3,0.328,1,agent,61,0
CLM1281,health,"Prescribed medication for a chronic condition, claiming pharmacy expenses.",1747.47,64,0,0.0,862,55,0.78,2,0.259,0,agent,27,0
CLM1282,travel,Luggage lost by the airline during an international transfer.,729.27,64,0,425.53,856,55,0.9,7,0.335,1,online,40,0
CLM1283,property,"Tree fell on the garage during high winds, structural damage reported.",2760.48,44,0,156.52,446,22,0.68,4,0.659,0,call_center,34,0
CLM1284,health,"Hospitalized for three days due to severe chest pain, requesting reimbursement for treatment.",939.78,89,1,1886.98,936,16,0.77,3,0.353,1,agent,32,0
CLM1285,health,"Underwent emergency surgery after an accident, submitting hospital bills.",3021.62,38,1,1986.74,227,47,1.0,4,0.437,1,call_center,35,0
CLM1286,property,Kitchen fire caused smoke damage to walls and ceiling.,11187.34,60,0,0.0,607,53,0.86,6,0.397,1,online,21,0
CLM1287,auto,Windshield cracked by a falling branch during a storm.,4982.46,96,2,3447.6,185,5,0.82,6,0.454,0,online,31,0
CLM1288,property,Kitchen fire caused smoke damage to walls and ceiling.,6406.21,84,0,674.66,406,3,0.6,6,0.321,0,agent,30,0
CLM1289,travel,"Trip cut short due to a medical emergency abroad, claiming unused bookings.",1073.55,77,0,350.63,58,7,0.6,3,0.436,0,call_center,67,0
CLM1290,travel,"Delayed flight caused missed prepaid tour, requesting compensation.",1233.97,119,0,585.83,722,16,1.0,5,0.23,1,agent,47,0
CLM1291,travel,"Flight cancelled last minute, requesting reimbursement for missed connection costs.",1245.69,74,1,757.94,384,51,0.88,7,0.293,0,agent,47,0
CLM1292,auto,Windshield cracked by a falling branch during a storm.,782.02,15,0,0.0,237,13,0.8,5,0.267,1,agent,74,0
CLM1293,property,Kitchen fire caused smoke damage to walls and ceiling.,10287.35,43,1,2171.43,506,28,0.76,4,0.222,0,online,38,0
CLM1294,health,"Physiotherapy sessions following a fracture, claiming session costs.",2307.87,105,0,252.7,371,10,1.0,6,0.489,1,call_center,41,0
CLM1295,auto,Windshield cracked by a falling branch during a storm.,5021.02,119,1,2238.02,726,25,0.78,6,0.229,1,call_center,66,0
CLM1296,auto,Vehicle stolen from the parking lot overnight.,2064.69,40,0,320.24,460,7,0.66,3,0.415,0,online,41,0
CLM1297,travel,Luggage lost by the airline during an international transfer.,875.16,34,0,132.15,920,53,0.92,6,0.191,0,agent,59,0
CLM1298,travel,Personal belongings stolen from hotel room during vacation.,811.94,105,1,2435.54,162,22,1.0,4,0.141,0,call_center,48,0
CLM1299,auto,Windshield cracked by a falling branch during a storm.,6422.78,3,0,0.0,985,19,0.78,5,0.144,1,agent,66,0
CLM1300,travel,"Trip cut short due to a medical emergency abroad, claiming unused bookings.",1249.1,88,0,21.54,901,5,1.0,5,0.729,1,agent,66,0
CLM1301,auto,Windshield cracked by a falling branch during a storm.,4663.25,72,2,3234.23,237,52,0.86,4,0.065,1,online,72,0
CLM1302,travel,Personal belongings stolen from hotel room during vacation.,1213.53,51,1,2138.82,844,38,1.0,7,0.037,1,call_center,43,0
CLM1303,property,Break-in resulted in stolen electronics and damaged front door.,3906.38,34,0,0.0,564,24,0.96,5,0.356,0,call_center,29,0
CLM1304,auto,"My car was hit while parked outside my house, bumper and headlight damaged.",4627.89,79,1,1840.35,208,7,0.9,4,0.407,0,agent,64,0
CLM1305,property,"Roof damaged during a storm, water leaking into the attic.",6398.76,14,0,375.27,445,14,0.98,6,0.176,0,agent,71,0
CLM1306,auto,Side mirror and door dented in a parking lot accident.,2566.72,23,0,0.0,26,46,0.88,4,0.588,0,agent,22,1
CLM1307,auto,Side mirror and door dented in a parking lot accident.,2239.27,15,2,3968.63,337,34,0.74,2,0.223,1,call_center,36,0
CLM1308,travel,"Flight cancelled last minute, requesting reimbursement for missed connection costs.",871.17,36,0,0.0,826,13,0.93,4,0.275,1,agent,54,0
CLM1309,health,"Prescribed medication for a chronic condition, claiming pharmacy expenses.",2097.27,28,0,7.12,194,30,0.77,2,0.421,1,call_center,20,0
CLM1310,travel,Personal belongings stolen from hotel room during vacation.,1001.37,57,0,994.93,798,9,0.95,6,0.675,1,call_center,55,0
CLM1311,auto,Windshield cracked by a falling branch during a storm.,3909.54,6,1,1707.08,620,3,0.81,5,0.339,1,online,46,0
CLM1312,health,Diagnostic tests and consultation fees for ongoing treatment.,2940.24,112,1,2553.82,106,10,0.59,2,0.612,1,agent,60,0
CLM1313,travel,"Flight cancelled last minute, requesting reimbursement for missed connection costs.",841.72,112,1,2441.18,515,8,0.94,7,0.439,0,online,29,0
CLM1314,health,"Underwent emergency surgery after an accident, submitting hospital bills.",2695.66,30,1,1994.49,248,47,0.57,3,0.311,0,call_center,64,0
CLM1315,property,Kitchen fire caused smoke damage to walls and ceiling.,2601.99,99,0,245.6,597,20,0.9,4,0.322,0,call_center,39,0
CLM1316,travel,Luggage lost by the airline during an international transfer.,937.57,18,3,5448.41,491,46,0.77,3,0.419,1,online,64,1
CLM1317,auto,"My car was hit while parked outside my house, bumper and headlight damaged.",5165.21,72,1,1219.03,942,39,0.7,3,0.21,0,agent,29,0
CLM1318,health,"Prescribed medication for a chronic condition, claiming pharmacy expenses.",613.97,23,0,181.59,970,6,0.98,6,0.326,1,agent,62,0
CLM1319,property,Break-in resulted in stolen electronics and damaged front door.,1627.18,21,2,3077.71,660,24,0.89,2,0.334,1,agent,23,0
CLM1320,travel,Personal belongings stolen from hotel room during vacation.,100.8,34,0,0.0,830,53,0.99,4,0.203,0,online,46,0
CLM1321,health,"Underwent emergency surgery after an accident, submitting hospital bills.",3148.68,79,2,3833.91,850,4,0.9,8,0.399,0,agent,37,0
CLM1322,health,"Prescribed medication for a chronic condition, claiming pharmacy expenses.",1690.35,35,1,1616.59,339,30,0.69,6,0.773,1,online,70,0
CLM1323,travel,"Delayed flight caused missed prepaid tour, requesting compensation.",1901.71,39,2,3877.79,887,20,0.85,8,0.311,1,agent,21,0
CLM1324,property,"Roof damaged during a storm, water leaking into the attic.",7657.7,53,1,1730.97,792,3,0.68,3,0.487,0,online,61,0
CLM1325,property,"Tree fell on the garage during high winds, structural damage reported.",9716.09,47,0,185.0,720,44,1.0,4,0.423,1,call_center,39,0
CLM1326,travel,Personal belongings stolen from hotel room during vacation.,1437.85,48,0,597.28,60,1,0.92,6,0.809,1,online,18,0
CLM1327,travel,"Trip cut short due to a medical emergency abroad, claiming unused bookings.",1465.19,101,1,2408.16,280,20,0.79,4,0.403,1,agent,27,0
CLM1328,travel,"Trip cut short due to a medical emergency abroad, claiming unused bookings.",959.9,45,0,0.0,206,15,0.83,6,0.425,1,agent,53,0
